0 	 16822.3
1 	 16894
2 	 16977.4
3 	 17076.5
4 	 17196.7
5 	 17299.1
6 	 17390.3
7 	 17471.6
8 	 17571.8
9 	 17687.1
10 	 17768
11 	 17851.1
12 	 17913.9
13 	 17983.2
14 	 18081
15 	 18128.1
16 	 18184.4
17 	 18234.3
18 	 18290.1
19 	 18299.3
20 	 18275.6
21 	 18262.1
22 	 18251
23 	 18237.2
24 	 18193.2
25 	 18233.2
26 	 18235.1
27 	 18167.7
28 	 18059.5
29 	 17885.6
30 	 17767.4
31 	 17606.5
32 	 17279.9
33 	 16905
34 	 16519.1
35 	 16178.2
36 	 15677.9
37 	 15424.9
38 	 15265.7
39 	 15299
40 	 15615.4
41 	 15943.2
42 	 16730.7
43 	 17597.1
44 	 17559
45 	 10661.9
46 	 empty
47 	 empty
