0 	 16993.3
1 	 17048.3
2 	 17179.2
3 	 17204.2
4 	 17364.5
5 	 17419.9
6 	 17538.5
7 	 17607
8 	 17696.3
9 	 17745.2
10 	 17825.1
11 	 17975
12 	 18027.5
13 	 18130.6
14 	 18097.7
15 	 18183.5
16 	 18217
17 	 18281.8
18 	 18223.5
19 	 18223.2
20 	 18154.7
21 	 18168.6
22 	 18251.1
23 	 18159.8
24 	 18229.2
25 	 18085.2
26 	 18017.4
27 	 17842
28 	 17732
29 	 17513.9
30 	 17220
31 	 16840.4
32 	 16487.4
33 	 16076.9
34 	 15692
35 	 15474.5
36 	 15267.5
37 	 15330.9
38 	 15597.7
39 	 15962.8
40 	 16673.3
41 	 17587.2
42 	 17576.5
43 	 10747.9
